paper_id,title,abstract,summary,key_points,authors,year,domain,keywords,embedding,uploaded_by,related_paper_id,relation_type,confidence_score,evidence_text,citation_paper_id,citation_context,question,answer
P306,Research Paper 306,This paper discusses AI model 306 and its performance.,Summary of paper 306 showing insights and results.,accuracy;performance,Author306,2023,AI,AI;ML,"[0.1,0.2,0.3]",U7,P398,contradict,0.92,Evidence sentence showing relationship,P282,Citation context text,What is the result?,The model shows improved performance.
P307,Research Paper 307,This paper discusses AI model 307 and its performance.,Summary of paper 307 showing insights and results.,accuracy;performance,Author307,2024,AI,AI;ML,"[0.1,0.2,0.3]",U5,P415,neutral,0.84,Evidence sentence showing relationship,P68,Citation context text,What is the result?,The model shows improved performance.
P308,Research Paper 308,This paper discusses AI model 308 and its performance.,Summary of paper 308 showing insights and results.,accuracy;performance,Author308,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P298,contradict,0.97,Evidence sentence showing relationship,P82,Citation context text,What is the result?,The model shows improved performance.
P309,Research Paper 309,This paper discusses AI model 309 and its performance.,Summary of paper 309 showing insights and results.,accuracy;performance,Author309,2023,AI,AI;ML,"[0.1,0.2,0.3]",U6,P254,support,0.81,Evidence sentence showing relationship,P65,Citation context text,What is the result?,The model shows improved performance.
P310,Research Paper 310,This paper discusses AI model 310 and its performance.,Summary of paper 310 showing insights and results.,accuracy;performance,Author310,2019,AI,AI;ML,"[0.1,0.2,0.3]",U4,P72,support,0.86,Evidence sentence showing relationship,P234,Citation context text,What is the result?,The model shows improved performance.
P311,Research Paper 311,This paper discusses AI model 311 and its performance.,Summary of paper 311 showing insights and results.,accuracy;performance,Author311,2021,AI,AI;ML,"[0.1,0.2,0.3]",U4,P477,neutral,0.8,Evidence sentence showing relationship,P346,Citation context text,What is the result?,The model shows improved performance.
P312,Research Paper 312,This paper discusses AI model 312 and its performance.,Summary of paper 312 showing insights and results.,accuracy;performance,Author312,2022,AI,AI;ML,"[0.1,0.2,0.3]",U4,P132,support,0.97,Evidence sentence showing relationship,P340,Citation context text,What is the result?,The model shows improved performance.
P313,Research Paper 313,This paper discusses AI model 313 and its performance.,Summary of paper 313 showing insights and results.,accuracy;performance,Author313,2024,AI,AI;ML,"[0.1,0.2,0.3]",U9,P258,neutral,0.88,Evidence sentence showing relationship,P218,Citation context text,What is the result?,The model shows improved performance.
P314,Research Paper 314,This paper discusses AI model 314 and its performance.,Summary of paper 314 showing insights and results.,accuracy;performance,Author314,2020,AI,AI;ML,"[0.1,0.2,0.3]",U9,P237,support,0.92,Evidence sentence showing relationship,P220,Citation context text,What is the result?,The model shows improved performance.
P315,Research Paper 315,This paper discusses AI model 315 and its performance.,Summary of paper 315 showing insights and results.,accuracy;performance,Author315,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P386,support,0.8,Evidence sentence showing relationship,P302,Citation context text,What is the result?,The model shows improved performance.
P316,Research Paper 316,This paper discusses AI model 316 and its performance.,Summary of paper 316 showing insights and results.,accuracy;performance,Author316,2018,AI,AI;ML,"[0.1,0.2,0.3]",U5,P343,support,0.81,Evidence sentence showing relationship,P169,Citation context text,What is the result?,The model shows improved performance.
P317,Research Paper 317,This paper discusses AI model 317 and its performance.,Summary of paper 317 showing insights and results.,accuracy;performance,Author317,2021,AI,AI;ML,"[0.1,0.2,0.3]",U3,P365,support,0.85,Evidence sentence showing relationship,P322,Citation context text,What is the result?,The model shows improved performance.
P318,Research Paper 318,This paper discusses AI model 318 and its performance.,Summary of paper 318 showing insights and results.,accuracy;performance,Author318,2020,AI,AI;ML,"[0.1,0.2,0.3]",U4,P178,neutral,0.83,Evidence sentence showing relationship,P372,Citation context text,What is the result?,The model shows improved performance.
P319,Research Paper 319,This paper discusses AI model 319 and its performance.,Summary of paper 319 showing insights and results.,accuracy;performance,Author319,2023,AI,AI;ML,"[0.1,0.2,0.3]",U10,P347,neutral,0.93,Evidence sentence showing relationship,P478,Citation context text,What is the result?,The model shows improved performance.
P320,Research Paper 320,This paper discusses AI model 320 and its performance.,Summary of paper 320 showing insights and results.,accuracy;performance,Author320,2024,AI,AI;ML,"[0.1,0.2,0.3]",U5,P57,neutral,0.97,Evidence sentence showing relationship,P158,Citation context text,What is the result?,The model shows improved performance.
P321,Research Paper 321,This paper discusses AI model 321 and its performance.,Summary of paper 321 showing insights and results.,accuracy;performance,Author321,2024,AI,AI;ML,"[0.1,0.2,0.3]",U8,P76,contradict,0.87,Evidence sentence showing relationship,P497,Citation context text,What is the result?,The model shows improved performance.
P322,Research Paper 322,This paper discusses AI model 322 and its performance.,Summary of paper 322 showing insights and results.,accuracy;performance,Author322,2022,AI,AI;ML,"[0.1,0.2,0.3]",U8,P495,neutral,0.85,Evidence sentence showing relationship,P293,Citation context text,What is the result?,The model shows improved performance.
P323,Research Paper 323,This paper discusses AI model 323 and its performance.,Summary of paper 323 showing insights and results.,accuracy;performance,Author323,2019,AI,AI;ML,"[0.1,0.2,0.3]",U7,P171,neutral,0.85,Evidence sentence showing relationship,P251,Citation context text,What is the result?,The model shows improved performance.
P324,Research Paper 324,This paper discusses AI model 324 and its performance.,Summary of paper 324 showing insights and results.,accuracy;performance,Author324,2021,AI,AI;ML,"[0.1,0.2,0.3]",U1,P245,support,0.96,Evidence sentence showing relationship,P157,Citation context text,What is the result?,The model shows improved performance.
P325,Research Paper 325,This paper discusses AI model 325 and its performance.,Summary of paper 325 showing insights and results.,accuracy;performance,Author325,2024,AI,AI;ML,"[0.1,0.2,0.3]",U6,P201,contradict,0.81,Evidence sentence showing relationship,P61,Citation context text,What is the result?,The model shows improved performance.
P326,Research Paper 326,This paper discusses AI model 326 and its performance.,Summary of paper 326 showing insights and results.,accuracy;performance,Author326,2019,AI,AI;ML,"[0.1,0.2,0.3]",U8,P373,contradict,0.9,Evidence sentence showing relationship,P416,Citation context text,What is the result?,The model shows improved performance.
P327,Research Paper 327,This paper discusses AI model 327 and its performance.,Summary of paper 327 showing insights and results.,accuracy;performance,Author327,2022,AI,AI;ML,"[0.1,0.2,0.3]",U4,P241,contradict,0.8,Evidence sentence showing relationship,P344,Citation context text,What is the result?,The model shows improved performance.
P328,Research Paper 328,This paper discusses AI model 328 and its performance.,Summary of paper 328 showing insights and results.,accuracy;performance,Author328,2023,AI,AI;ML,"[0.1,0.2,0.3]",U10,P22,support,0.83,Evidence sentence showing relationship,P497,Citation context text,What is the result?,The model shows improved performance.
P329,Research Paper 329,This paper discusses AI model 329 and its performance.,Summary of paper 329 showing insights and results.,accuracy;performance,Author329,2019,AI,AI;ML,"[0.1,0.2,0.3]",U9,P451,support,0.92,Evidence sentence showing relationship,P111,Citation context text,What is the result?,The model shows improved performance.
P330,Research Paper 330,This paper discusses AI model 330 and its performance.,Summary of paper 330 showing insights and results.,accuracy;performance,Author330,2021,AI,AI;ML,"[0.1,0.2,0.3]",U10,P66,neutral,0.84,Evidence sentence showing relationship,P458,Citation context text,What is the result?,The model shows improved performance.
P331,Research Paper 331,This paper discusses AI model 331 and its performance.,Summary of paper 331 showing insights and results.,accuracy;performance,Author331,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P490,neutral,0.93,Evidence sentence showing relationship,P257,Citation context text,What is the result?,The model shows improved performance.
P332,Research Paper 332,This paper discusses AI model 332 and its performance.,Summary of paper 332 showing insights and results.,accuracy;performance,Author332,2021,AI,AI;ML,"[0.1,0.2,0.3]",U5,P297,neutral,0.86,Evidence sentence showing relationship,P239,Citation context text,What is the result?,The model shows improved performance.
P333,Research Paper 333,This paper discusses AI model 333 and its performance.,Summary of paper 333 showing insights and results.,accuracy;performance,Author333,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P293,neutral,0.88,Evidence sentence showing relationship,P97,Citation context text,What is the result?,The model shows improved performance.
P334,Research Paper 334,This paper discusses AI model 334 and its performance.,Summary of paper 334 showing insights and results.,accuracy;performance,Author334,2021,AI,AI;ML,"[0.1,0.2,0.3]",U3,P470,neutral,0.82,Evidence sentence showing relationship,P423,Citation context text,What is the result?,The model shows improved performance.
P335,Research Paper 335,This paper discusses AI model 335 and its performance.,Summary of paper 335 showing insights and results.,accuracy;performance,Author335,2023,AI,AI;ML,"[0.1,0.2,0.3]",U1,P428,support,0.94,Evidence sentence showing relationship,P340,Citation context text,What is the result?,The model shows improved performance.
P336,Research Paper 336,This paper discusses AI model 336 and its performance.,Summary of paper 336 showing insights and results.,accuracy;performance,Author336,2021,AI,AI;ML,"[0.1,0.2,0.3]",U1,P356,support,0.87,Evidence sentence showing relationship,P409,Citation context text,What is the result?,The model shows improved performance.
P337,Research Paper 337,This paper discusses AI model 337 and its performance.,Summary of paper 337 showing insights and results.,accuracy;performance,Author337,2022,AI,AI;ML,"[0.1,0.2,0.3]",U7,P78,neutral,0.95,Evidence sentence showing relationship,P259,Citation context text,What is the result?,The model shows improved performance.
P338,Research Paper 338,This paper discusses AI model 338 and its performance.,Summary of paper 338 showing insights and results.,accuracy;performance,Author338,2019,AI,AI;ML,"[0.1,0.2,0.3]",U2,P34,support,0.96,Evidence sentence showing relationship,P445,Citation context text,What is the result?,The model shows improved performance.
P339,Research Paper 339,This paper discusses AI model 339 and its performance.,Summary of paper 339 showing insights and results.,accuracy;performance,Author339,2023,AI,AI;ML,"[0.1,0.2,0.3]",U3,P474,contradict,0.84,Evidence sentence showing relationship,P361,Citation context text,What is the result?,The model shows improved performance.
P340,Research Paper 340,This paper discusses AI model 340 and its performance.,Summary of paper 340 showing insights and results.,accuracy;performance,Author340,2019,AI,AI;ML,"[0.1,0.2,0.3]",U1,P202,neutral,0.89,Evidence sentence showing relationship,P380,Citation context text,What is the result?,The model shows improved performance.
P341,Research Paper 341,This paper discusses AI model 341 and its performance.,Summary of paper 341 showing insights and results.,accuracy;performance,Author341,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P108,contradict,0.86,Evidence sentence showing relationship,P270,Citation context text,What is the result?,The model shows improved performance.
P342,Research Paper 342,This paper discusses AI model 342 and its performance.,Summary of paper 342 showing insights and results.,accuracy;performance,Author342,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P113,neutral,0.82,Evidence sentence showing relationship,P431,Citation context text,What is the result?,The model shows improved performance.
P343,Research Paper 343,This paper discusses AI model 343 and its performance.,Summary of paper 343 showing insights and results.,accuracy;performance,Author343,2018,AI,AI;ML,"[0.1,0.2,0.3]",U2,P392,support,0.95,Evidence sentence showing relationship,P387,Citation context text,What is the result?,The model shows improved performance.
P344,Research Paper 344,This paper discusses AI model 344 and its performance.,Summary of paper 344 showing insights and results.,accuracy;performance,Author344,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P484,neutral,0.93,Evidence sentence showing relationship,P263,Citation context text,What is the result?,The model shows improved performance.
P345,Research Paper 345,This paper discusses AI model 345 and its performance.,Summary of paper 345 showing insights and results.,accuracy;performance,Author345,2020,AI,AI;ML,"[0.1,0.2,0.3]",U1,P101,support,0.82,Evidence sentence showing relationship,P384,Citation context text,What is the result?,The model shows improved performance.
P346,Research Paper 346,This paper discusses AI model 346 and its performance.,Summary of paper 346 showing insights and results.,accuracy;performance,Author346,2020,AI,AI;ML,"[0.1,0.2,0.3]",U6,P435,neutral,0.88,Evidence sentence showing relationship,P429,Citation context text,What is the result?,The model shows improved performance.
P347,Research Paper 347,This paper discusses AI model 347 and its performance.,Summary of paper 347 showing insights and results.,accuracy;performance,Author347,2022,AI,AI;ML,"[0.1,0.2,0.3]",U5,P336,support,0.81,Evidence sentence showing relationship,P214,Citation context text,What is the result?,The model shows improved performance.
P348,Research Paper 348,This paper discusses AI model 348 and its performance.,Summary of paper 348 showing insights and results.,accuracy;performance,Author348,2024,AI,AI;ML,"[0.1,0.2,0.3]",U8,P94,contradict,0.92,Evidence sentence showing relationship,P85,Citation context text,What is the result?,The model shows improved performance.
P349,Research Paper 349,This paper discusses AI model 349 and its performance.,Summary of paper 349 showing insights and results.,accuracy;performance,Author349,2018,AI,AI;ML,"[0.1,0.2,0.3]",U9,P139,contradict,0.95,Evidence sentence showing relationship,P86,Citation context text,What is the result?,The model shows improved performance.
P350,Research Paper 350,This paper discusses AI model 350 and its performance.,Summary of paper 350 showing insights and results.,accuracy;performance,Author350,2021,AI,AI;ML,"[0.1,0.2,0.3]",U9,P443,contradict,0.87,Evidence sentence showing relationship,P439,Citation context text,What is the result?,The model shows improved performance.
P351,Research Paper 351,This paper discusses AI model 351 and its performance.,Summary of paper 351 showing insights and results.,accuracy;performance,Author351,2021,AI,AI;ML,"[0.1,0.2,0.3]",U5,P368,contradict,0.87,Evidence sentence showing relationship,P430,Citation context text,What is the result?,The model shows improved performance.
P352,Research Paper 352,This paper discusses AI model 352 and its performance.,Summary of paper 352 showing insights and results.,accuracy;performance,Author352,2022,AI,AI;ML,"[0.1,0.2,0.3]",U10,P294,contradict,0.92,Evidence sentence showing relationship,P285,Citation context text,What is the result?,The model shows improved performance.
P353,Research Paper 353,This paper discusses AI model 353 and its performance.,Summary of paper 353 showing insights and results.,accuracy;performance,Author353,2018,AI,AI;ML,"[0.1,0.2,0.3]",U9,P230,support,0.81,Evidence sentence showing relationship,P144,Citation context text,What is the result?,The model shows improved performance.
P354,Research Paper 354,This paper discusses AI model 354 and its performance.,Summary of paper 354 showing insights and results.,accuracy;performance,Author354,2024,AI,AI;ML,"[0.1,0.2,0.3]",U5,P281,contradict,0.95,Evidence sentence showing relationship,P318,Citation context text,What is the result?,The model shows improved performance.
P355,Research Paper 355,This paper discusses AI model 355 and its performance.,Summary of paper 355 showing insights and results.,accuracy;performance,Author355,2023,AI,AI;ML,"[0.1,0.2,0.3]",U4,P311,support,0.88,Evidence sentence showing relationship,P268,Citation context text,What is the result?,The model shows improved performance.
P356,Research Paper 356,This paper discusses AI model 356 and its performance.,Summary of paper 356 showing insights and results.,accuracy;performance,Author356,2022,AI,AI;ML,"[0.1,0.2,0.3]",U4,P487,support,0.87,Evidence sentence showing relationship,P429,Citation context text,What is the result?,The model shows improved performance.
P357,Research Paper 357,This paper discusses AI model 357 and its performance.,Summary of paper 357 showing insights and results.,accuracy;performance,Author357,2024,AI,AI;ML,"[0.1,0.2,0.3]",U9,P139,support,0.91,Evidence sentence showing relationship,P106,Citation context text,What is the result?,The model shows improved performance.
P358,Research Paper 358,This paper discusses AI model 358 and its performance.,Summary of paper 358 showing insights and results.,accuracy;performance,Author358,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P384,support,0.87,Evidence sentence showing relationship,P390,Citation context text,What is the result?,The model shows improved performance.
P359,Research Paper 359,This paper discusses AI model 359 and its performance.,Summary of paper 359 showing insights and results.,accuracy;performance,Author359,2024,AI,AI;ML,"[0.1,0.2,0.3]",U4,P79,neutral,0.93,Evidence sentence showing relationship,P398,Citation context text,What is the result?,The model shows improved performance.
P360,Research Paper 360,This paper discusses AI model 360 and its performance.,Summary of paper 360 showing insights and results.,accuracy;performance,Author360,2022,AI,AI;ML,"[0.1,0.2,0.3]",U10,P175,contradict,0.96,Evidence sentence showing relationship,P386,Citation context text,What is the result?,The model shows improved performance.
P361,Research Paper 361,This paper discusses AI model 361 and its performance.,Summary of paper 361 showing insights and results.,accuracy;performance,Author361,2023,AI,AI;ML,"[0.1,0.2,0.3]",U2,P265,contradict,0.93,Evidence sentence showing relationship,P440,Citation context text,What is the result?,The model shows improved performance.
P362,Research Paper 362,This paper discusses AI model 362 and its performance.,Summary of paper 362 showing insights and results.,accuracy;performance,Author362,2018,AI,AI;ML,"[0.1,0.2,0.3]",U2,P36,support,0.9,Evidence sentence showing relationship,P207,Citation context text,What is the result?,The model shows improved performance.
P363,Research Paper 363,This paper discusses AI model 363 and its performance.,Summary of paper 363 showing insights and results.,accuracy;performance,Author363,2022,AI,AI;ML,"[0.1,0.2,0.3]",U2,P42,contradict,0.92,Evidence sentence showing relationship,P45,Citation context text,What is the result?,The model shows improved performance.
P364,Research Paper 364,This paper discusses AI model 364 and its performance.,Summary of paper 364 showing insights and results.,accuracy;performance,Author364,2022,AI,AI;ML,"[0.1,0.2,0.3]",U4,P285,support,0.94,Evidence sentence showing relationship,P204,Citation context text,What is the result?,The model shows improved performance.
P365,Research Paper 365,This paper discusses AI model 365 and its performance.,Summary of paper 365 showing insights and results.,accuracy;performance,Author365,2020,AI,AI;ML,"[0.1,0.2,0.3]",U2,P337,contradict,0.9,Evidence sentence showing relationship,P311,Citation context text,What is the result?,The model shows improved performance.
P366,Research Paper 366,This paper discusses AI model 366 and its performance.,Summary of paper 366 showing insights and results.,accuracy;performance,Author366,2024,AI,AI;ML,"[0.1,0.2,0.3]",U2,P11,support,0.94,Evidence sentence showing relationship,P457,Citation context text,What is the result?,The model shows improved performance.
P367,Research Paper 367,This paper discusses AI model 367 and its performance.,Summary of paper 367 showing insights and results.,accuracy;performance,Author367,2022,AI,AI;ML,"[0.1,0.2,0.3]",U2,P206,contradict,0.91,Evidence sentence showing relationship,P275,Citation context text,What is the result?,The model shows improved performance.
P368,Research Paper 368,This paper discusses AI model 368 and its performance.,Summary of paper 368 showing insights and results.,accuracy;performance,Author368,2018,AI,AI;ML,"[0.1,0.2,0.3]",U9,P399,neutral,0.94,Evidence sentence showing relationship,P133,Citation context text,What is the result?,The model shows improved performance.
P369,Research Paper 369,This paper discusses AI model 369 and its performance.,Summary of paper 369 showing insights and results.,accuracy;performance,Author369,2024,AI,AI;ML,"[0.1,0.2,0.3]",U2,P455,neutral,0.93,Evidence sentence showing relationship,P364,Citation context text,What is the result?,The model shows improved performance.
P370,Research Paper 370,This paper discusses AI model 370 and its performance.,Summary of paper 370 showing insights and results.,accuracy;performance,Author370,2018,AI,AI;ML,"[0.1,0.2,0.3]",U8,P168,contradict,0.89,Evidence sentence showing relationship,P434,Citation context text,What is the result?,The model shows improved performance.
P371,Research Paper 371,This paper discusses AI model 371 and its performance.,Summary of paper 371 showing insights and results.,accuracy;performance,Author371,2019,AI,AI;ML,"[0.1,0.2,0.3]",U6,P231,neutral,0.81,Evidence sentence showing relationship,P487,Citation context text,What is the result?,The model shows improved performance.
P372,Research Paper 372,This paper discusses AI model 372 and its performance.,Summary of paper 372 showing insights and results.,accuracy;performance,Author372,2018,AI,AI;ML,"[0.1,0.2,0.3]",U1,P452,neutral,0.8,Evidence sentence showing relationship,P80,Citation context text,What is the result?,The model shows improved performance.
P373,Research Paper 373,This paper discusses AI model 373 and its performance.,Summary of paper 373 showing insights and results.,accuracy;performance,Author373,2018,AI,AI;ML,"[0.1,0.2,0.3]",U6,P485,contradict,0.85,Evidence sentence showing relationship,P266,Citation context text,What is the result?,The model shows improved performance.
P374,Research Paper 374,This paper discusses AI model 374 and its performance.,Summary of paper 374 showing insights and results.,accuracy;performance,Author374,2020,AI,AI;ML,"[0.1,0.2,0.3]",U6,P165,contradict,0.83,Evidence sentence showing relationship,P256,Citation context text,What is the result?,The model shows improved performance.
P375,Research Paper 375,This paper discusses AI model 375 and its performance.,Summary of paper 375 showing insights and results.,accuracy;performance,Author375,2023,AI,AI;ML,"[0.1,0.2,0.3]",U10,P64,neutral,0.86,Evidence sentence showing relationship,P281,Citation context text,What is the result?,The model shows improved performance.
P376,Research Paper 376,This paper discusses AI model 376 and its performance.,Summary of paper 376 showing insights and results.,accuracy;performance,Author376,2022,AI,AI;ML,"[0.1,0.2,0.3]",U10,P354,support,0.93,Evidence sentence showing relationship,P171,Citation context text,What is the result?,The model shows improved performance.
P377,Research Paper 377,This paper discusses AI model 377 and its performance.,Summary of paper 377 showing insights and results.,accuracy;performance,Author377,2021,AI,AI;ML,"[0.1,0.2,0.3]",U3,P476,contradict,0.9,Evidence sentence showing relationship,P392,Citation context text,What is the result?,The model shows improved performance.
P378,Research Paper 378,This paper discusses AI model 378 and its performance.,Summary of paper 378 showing insights and results.,accuracy;performance,Author378,2021,AI,AI;ML,"[0.1,0.2,0.3]",U8,P295,neutral,0.92,Evidence sentence showing relationship,P64,Citation context text,What is the result?,The model shows improved performance.
P379,Research Paper 379,This paper discusses AI model 379 and its performance.,Summary of paper 379 showing insights and results.,accuracy;performance,Author379,2019,AI,AI;ML,"[0.1,0.2,0.3]",U5,P92,support,0.92,Evidence sentence showing relationship,P313,Citation context text,What is the result?,The model shows improved performance.
P380,Research Paper 380,This paper discusses AI model 380 and its performance.,Summary of paper 380 showing insights and results.,accuracy;performance,Author380,2019,AI,AI;ML,"[0.1,0.2,0.3]",U1,P394,contradict,0.89,Evidence sentence showing relationship,P90,Citation context text,What is the result?,The model shows improved performance.
P381,Research Paper 381,This paper discusses AI model 381 and its performance.,Summary of paper 381 showing insights and results.,accuracy;performance,Author381,2021,AI,AI;ML,"[0.1,0.2,0.3]",U9,P195,contradict,0.95,Evidence sentence showing relationship,P387,Citation context text,What is the result?,The model shows improved performance.
P382,Research Paper 382,This paper discusses AI model 382 and its performance.,Summary of paper 382 showing insights and results.,accuracy;performance,Author382,2019,AI,AI;ML,"[0.1,0.2,0.3]",U9,P156,neutral,0.92,Evidence sentence showing relationship,P52,Citation context text,What is the result?,The model shows improved performance.
P383,Research Paper 383,This paper discusses AI model 383 and its performance.,Summary of paper 383 showing insights and results.,accuracy;performance,Author383,2022,AI,AI;ML,"[0.1,0.2,0.3]",U9,P372,neutral,0.94,Evidence sentence showing relationship,P152,Citation context text,What is the result?,The model shows improved performance.
P384,Research Paper 384,This paper discusses AI model 384 and its performance.,Summary of paper 384 showing insights and results.,accuracy;performance,Author384,2018,AI,AI;ML,"[0.1,0.2,0.3]",U10,P134,contradict,0.97,Evidence sentence showing relationship,P295,Citation context text,What is the result?,The model shows improved performance.
P385,Research Paper 385,This paper discusses AI model 385 and its performance.,Summary of paper 385 showing insights and results.,accuracy;performance,Author385,2022,AI,AI;ML,"[0.1,0.2,0.3]",U4,P345,contradict,0.93,Evidence sentence showing relationship,P498,Citation context text,What is the result?,The model shows improved performance.
P386,Research Paper 386,This paper discusses AI model 386 and its performance.,Summary of paper 386 showing insights and results.,accuracy;performance,Author386,2023,AI,AI;ML,"[0.1,0.2,0.3]",U2,P225,neutral,0.95,Evidence sentence showing relationship,P475,Citation context text,What is the result?,The model shows improved performance.
P387,Research Paper 387,This paper discusses AI model 387 and its performance.,Summary of paper 387 showing insights and results.,accuracy;performance,Author387,2020,AI,AI;ML,"[0.1,0.2,0.3]",U9,P449,support,0.88,Evidence sentence showing relationship,P403,Citation context text,What is the result?,The model shows improved performance.
P388,Research Paper 388,This paper discusses AI model 388 and its performance.,Summary of paper 388 showing insights and results.,accuracy;performance,Author388,2021,AI,AI;ML,"[0.1,0.2,0.3]",U10,P403,neutral,0.95,Evidence sentence showing relationship,P335,Citation context text,What is the result?,The model shows improved performance.
P389,Research Paper 389,This paper discusses AI model 389 and its performance.,Summary of paper 389 showing insights and results.,accuracy;performance,Author389,2021,AI,AI;ML,"[0.1,0.2,0.3]",U10,P122,support,0.8,Evidence sentence showing relationship,P384,Citation context text,What is the result?,The model shows improved performance.
P390,Research Paper 390,This paper discusses AI model 390 and its performance.,Summary of paper 390 showing insights and results.,accuracy;performance,Author390,2022,AI,AI;ML,"[0.1,0.2,0.3]",U6,P98,neutral,0.95,Evidence sentence showing relationship,P165,Citation context text,What is the result?,The model shows improved performance.
P391,Research Paper 391,This paper discusses AI model 391 and its performance.,Summary of paper 391 showing insights and results.,accuracy;performance,Author391,2019,AI,AI;ML,"[0.1,0.2,0.3]",U1,P248,contradict,0.91,Evidence sentence showing relationship,P285,Citation context text,What is the result?,The model shows improved performance.
P392,Research Paper 392,This paper discusses AI model 392 and its performance.,Summary of paper 392 showing insights and results.,accuracy;performance,Author392,2019,AI,AI;ML,"[0.1,0.2,0.3]",U4,P387,neutral,0.83,Evidence sentence showing relationship,P83,Citation context text,What is the result?,The model shows improved performance.
P393,Research Paper 393,This paper discusses AI model 393 and its performance.,Summary of paper 393 showing insights and results.,accuracy;performance,Author393,2022,AI,AI;ML,"[0.1,0.2,0.3]",U4,P154,contradict,0.88,Evidence sentence showing relationship,P290,Citation context text,What is the result?,The model shows improved performance.
P394,Research Paper 394,This paper discusses AI model 394 and its performance.,Summary of paper 394 showing insights and results.,accuracy;performance,Author394,2022,AI,AI;ML,"[0.1,0.2,0.3]",U7,P91,neutral,0.86,Evidence sentence showing relationship,P285,Citation context text,What is the result?,The model shows improved performance.
P395,Research Paper 395,This paper discusses AI model 395 and its performance.,Summary of paper 395 showing insights and results.,accuracy;performance,Author395,2018,AI,AI;ML,"[0.1,0.2,0.3]",U10,P274,neutral,0.81,Evidence sentence showing relationship,P360,Citation context text,What is the result?,The model shows improved performance.
P396,Research Paper 396,This paper discusses AI model 396 and its performance.,Summary of paper 396 showing insights and results.,accuracy;performance,Author396,2020,AI,AI;ML,"[0.1,0.2,0.3]",U1,P290,neutral,0.87,Evidence sentence showing relationship,P478,Citation context text,What is the result?,The model shows improved performance.
P397,Research Paper 397,This paper discusses AI model 397 and its performance.,Summary of paper 397 showing insights and results.,accuracy;performance,Author397,2018,AI,AI;ML,"[0.1,0.2,0.3]",U9,P445,contradict,0.83,Evidence sentence showing relationship,P23,Citation context text,What is the result?,The model shows improved performance.
P398,Research Paper 398,This paper discusses AI model 398 and its performance.,Summary of paper 398 showing insights and results.,accuracy;performance,Author398,2023,AI,AI;ML,"[0.1,0.2,0.3]",U5,P4,support,0.8,Evidence sentence showing relationship,P93,Citation context text,What is the result?,The model shows improved performance.
P399,Research Paper 399,This paper discusses AI model 399 and its performance.,Summary of paper 399 showing insights and results.,accuracy;performance,Author399,2019,AI,AI;ML,"[0.1,0.2,0.3]",U10,P276,support,0.83,Evidence sentence showing relationship,P151,Citation context text,What is the result?,The model shows improved performance.
P400,Research Paper 400,This paper discusses AI model 400 and its performance.,Summary of paper 400 showing insights and results.,accuracy;performance,Author400,2018,AI,AI;ML,"[0.1,0.2,0.3]",U4,P423,contradict,0.93,Evidence sentence showing relationship,P332,Citation context text,What is the result?,The model shows improved performance.
P401,Research Paper 401,This paper discusses AI model 401 and its performance.,Summary of paper 401 showing insights and results.,accuracy;performance,Author401,2023,AI,AI;ML,"[0.1,0.2,0.3]",U9,P234,support,0.84,Evidence sentence showing relationship,P451,Citation context text,What is the result?,The model shows improved performance.
P402,Research Paper 402,This paper discusses AI model 402 and its performance.,Summary of paper 402 showing insights and results.,accuracy;performance,Author402,2024,AI,AI;ML,"[0.1,0.2,0.3]",U5,P22,contradict,0.82,Evidence sentence showing relationship,P179,Citation context text,What is the result?,The model shows improved performance.
P403,Research Paper 403,This paper discusses AI model 403 and its performance.,Summary of paper 403 showing insights and results.,accuracy;performance,Author403,2022,AI,AI;ML,"[0.1,0.2,0.3]",U8,P219,neutral,0.85,Evidence sentence showing relationship,P441,Citation context text,What is the result?,The model shows improved performance.
P404,Research Paper 404,This paper discusses AI model 404 and its performance.,Summary of paper 404 showing insights and results.,accuracy;performance,Author404,2021,AI,AI;ML,"[0.1,0.2,0.3]",U8,P182,neutral,0.93,Evidence sentence showing relationship,P182,Citation context text,What is the result?,The model shows improved performance.
P405,Research Paper 405,This paper discusses AI model 405 and its performance.,Summary of paper 405 showing insights and results.,accuracy;performance,Author405,2021,AI,AI;ML,"[0.1,0.2,0.3]",U7,P260,support,0.93,Evidence sentence showing relationship,P211,Citation context text,What is the result?,The model shows improved performance.
P406,Research Paper 406,This paper discusses AI model 406 and its performance.,Summary of paper 406 showing insights and results.,accuracy;performance,Author406,2020,AI,AI;ML,"[0.1,0.2,0.3]",U9,P353,neutral,0.96,Evidence sentence showing relationship,P180,Citation context text,What is the result?,The model shows improved performance.
P407,Research Paper 407,This paper discusses AI model 407 and its performance.,Summary of paper 407 showing insights and results.,accuracy;performance,Author407,2020,AI,AI;ML,"[0.1,0.2,0.3]",U3,P377,support,0.82,Evidence sentence showing relationship,P140,Citation context text,What is the result?,The model shows improved performance.
